model,model_index,params_b,family,horizon,seed,context_strategy,task_family,CodeDriftScore,SSR_final,CCS_final,SSFR_any,SSFR_critical,CHL,TSS,TestPassRate,ConflictResistance
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,4,repeated_spec,csv_schema,0.455,0.5,0.5,0.0,0.0,5.0,0.4,0.4,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,5,active_constraints,todo_cli,1.0,1.0,1.0,0.0,0.0,26.0,1.0,1.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,5,active_constraints,token_redactor,0.785,0.8,0.8,1.0,1.0,26.0,0.8,1.0,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,5,active_constraints,config_parser,0.55,1.0,1.0,0.0,0.0,26.0,0.0,0.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,5,active_constraints,path_sanitizer,0.33999999999999997,0.25,0.25,1.0,1.0,1.0,0.3,1.0,0.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,5,active_constraints,csv_schema,0.455,0.5,0.5,0.0,0.0,5.0,0.4,0.4,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,5,no_anchor,todo_cli,0.195,0.0,0.0,0.0,0.0,5.0,0.4,0.4,0.1
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,5,no_anchor,token_redactor,0.6029999999999999,0.6,0.6,0.6,0.6,2.0,0.5599999999999999,0.8,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,5,no_anchor,config_parser,0.495,0.6,0.6,0.0,0.0,26.0,0.4,0.4,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,5,no_anchor,path_sanitizer,0.55,1.0,1.0,0.0,0.0,26.0,0.0,0.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,5,no_anchor,csv_schema,0.464375,0.5,0.5,0.0,0.0,5.0,0.4,0.4,0.5625
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,5,repeated_spec,todo_cli,1.0,1.0,1.0,0.0,0.0,26.0,1.0,1.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,5,repeated_spec,token_redactor,0.809,0.8,0.8,0.6,0.6,26.0,0.88,1.0,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,5,repeated_spec,config_parser,0.809,0.8,0.8,0.6,0.6,26.0,0.88,1.0,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,5,repeated_spec,path_sanitizer,0.55,1.0,1.0,0.0,0.0,26.0,0.0,0.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,5,repeated_spec,csv_schema,0.455,0.5,0.5,0.0,0.0,5.0,0.4,0.4,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,1,active_constraints,todo_cli,1.0,1.0,1.0,0.0,0.0,51.0,1.0,1.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,1,active_constraints,token_redactor,0.785,0.8,0.8,1.0,1.0,51.0,0.8,1.0,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,1,active_constraints,config_parser,0.55,1.0,1.0,0.0,0.0,51.0,0.0,0.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,1,active_constraints,path_sanitizer,0.3375,0.25,0.25,1.0,1.0,1.0,0.2916666666666667,1.0,0.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,1,active_constraints,csv_schema,0.42727272727272725,0.5,0.5,0.0,0.0,5.0,0.3333333333333333,0.3333333333333333,0.5151515151515151
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,1,no_anchor,todo_cli,0.1575,0.0,0.0,0.0,0.0,5.0,0.3333333333333333,0.3333333333333333,0.05
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,1,no_anchor,token_redactor,0.6099999999999999,0.6,0.6,0.6666666666666666,0.6666666666666666,2.0,0.5666666666666667,0.8333333333333334,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,1,no_anchor,config_parser,0.46499999999999997,0.6,0.6,0.0,0.0,51.0,0.3333333333333333,0.3333333333333333,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,1,no_anchor,path_sanitizer,0.55,1.0,1.0,0.0,0.0,51.0,0.0,0.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,1,no_anchor,csv_schema,0.3363636363636363,0.25,0.25,0.0,0.0,5.0,0.3333333333333333,0.3333333333333333,0.5757575757575758
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,1,repeated_spec,todo_cli,1.0,1.0,1.0,0.0,0.0,51.0,1.0,1.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,1,repeated_spec,token_redactor,0.805,0.8,0.8,0.6666666666666666,0.6666666666666666,51.0,0.8666666666666667,1.0,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,1,repeated_spec,config_parser,0.805,0.8,0.8,0.6666666666666666,0.6666666666666666,51.0,0.8666666666666667,1.0,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,1,repeated_spec,path_sanitizer,0.55,1.0,1.0,0.0,0.0,51.0,0.0,0.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,1,repeated_spec,csv_schema,0.42727272727272725,0.5,0.5,0.0,0.0,5.0,0.3333333333333333,0.3333333333333333,0.5151515151515151
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,2,active_constraints,todo_cli,1.0,1.0,1.0,0.0,0.0,51.0,1.0,1.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,2,active_constraints,token_redactor,0.785,0.8,0.8,1.0,1.0,51.0,0.8,1.0,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,2,active_constraints,config_parser,0.55,1.0,1.0,0.0,0.0,51.0,0.0,0.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,2,active_constraints,path_sanitizer,0.3375,0.25,0.25,1.0,1.0,1.0,0.2916666666666667,1.0,0.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,2,active_constraints,csv_schema,0.42727272727272725,0.5,0.5,0.0,0.0,5.0,0.3333333333333333,0.3333333333333333,0.5151515151515151
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,2,no_anchor,todo_cli,0.1575,0.0,0.0,0.0,0.0,5.0,0.3333333333333333,0.3333333333333333,0.05
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,2,no_anchor,token_redactor,0.6099999999999999,0.6,0.6,0.6666666666666666,0.6666666666666666,2.0,0.5666666666666667,0.8333333333333334,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,2,no_anchor,config_parser,0.46499999999999997,0.6,0.6,0.0,0.0,51.0,0.3333333333333333,0.3333333333333333,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,2,no_anchor,path_sanitizer,0.55,1.0,1.0,0.0,0.0,51.0,0.0,0.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,2,no_anchor,csv_schema,0.3363636363636363,0.25,0.25,0.0,0.0,5.0,0.3333333333333333,0.3333333333333333,0.5757575757575758
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,2,repeated_spec,todo_cli,1.0,1.0,1.0,0.0,0.0,51.0,1.0,1.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,2,repeated_spec,token_redactor,0.805,0.8,0.8,0.6666666666666666,0.6666666666666666,51.0,0.8666666666666667,1.0,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,2,repeated_spec,config_parser,0.805,0.8,0.8,0.6666666666666666,0.6666666666666666,51.0,0.8666666666666667,1.0,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,2,repeated_spec,path_sanitizer,0.55,1.0,1.0,0.0,0.0,51.0,0.0,0.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,2,repeated_spec,csv_schema,0.42727272727272725,0.5,0.5,0.0,0.0,5.0,0.3333333333333333,0.3333333333333333,0.5151515151515151
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,3,active_constraints,todo_cli,1.0,1.0,1.0,0.0,0.0,51.0,1.0,1.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,3,active_constraints,token_redactor,0.785,0.8,0.8,1.0,1.0,51.0,0.8,1.0,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,3,active_constraints,config_parser,0.55,1.0,1.0,0.0,0.0,51.0,0.0,0.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,3,active_constraints,path_sanitizer,0.3375,0.25,0.25,1.0,1.0,1.0,0.2916666666666667,1.0,0.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,3,active_constraints,csv_schema,0.42727272727272725,0.5,0.5,0.0,0.0,5.0,0.3333333333333333,0.3333333333333333,0.5151515151515151
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,3,no_anchor,todo_cli,0.31666666666666665,0.16666666666666666,0.16666666666666666,0.5,0.5,5.0,0.4166666666666667,0.8333333333333334,0.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,3,no_anchor,token_redactor,0.6099999999999999,0.6,0.6,0.6666666666666666,0.6666666666666666,2.0,0.5666666666666667,0.8333333333333334,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,3,no_anchor,config_parser,0.46499999999999997,0.6,0.6,0.0,0.0,51.0,0.3333333333333333,0.3333333333333333,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,3,no_anchor,path_sanitizer,0.55,1.0,1.0,0.0,0.0,51.0,0.0,0.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,3,no_anchor,csv_schema,0.3363636363636363,0.25,0.25,0.0,0.0,5.0,0.3333333333333333,0.3333333333333333,0.5757575757575758
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,3,repeated_spec,todo_cli,1.0,1.0,1.0,0.0,0.0,51.0,1.0,1.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,3,repeated_spec,token_redactor,0.805,0.8,0.8,0.6666666666666666,0.6666666666666666,51.0,0.8666666666666667,1.0,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,3,repeated_spec,config_parser,0.805,0.8,0.8,0.6666666666666666,0.6666666666666666,51.0,0.8666666666666667,1.0,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,3,repeated_spec,path_sanitizer,0.55,1.0,1.0,0.0,0.0,51.0,0.0,0.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,3,repeated_spec,csv_schema,0.42727272727272725,0.5,0.5,0.0,0.0,5.0,0.3333333333333333,0.3333333333333333,0.5151515151515151
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,4,active_constraints,todo_cli,1.0,1.0,1.0,0.0,0.0,51.0,1.0,1.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,4,active_constraints,token_redactor,0.785,0.8,0.8,1.0,1.0,51.0,0.8,1.0,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,4,active_constraints,config_parser,0.55,1.0,1.0,0.0,0.0,51.0,0.0,0.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,4,active_constraints,path_sanitizer,0.3375,0.25,0.25,1.0,1.0,1.0,0.2916666666666667,1.0,0.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,4,active_constraints,csv_schema,0.42727272727272725,0.5,0.5,0.0,0.0,5.0,0.3333333333333333,0.3333333333333333,0.5151515151515151
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,4,no_anchor,todo_cli,0.1575,0.0,0.0,0.0,0.0,5.0,0.3333333333333333,0.3333333333333333,0.05
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,4,no_anchor,token_redactor,0.6099999999999999,0.6,0.6,0.6666666666666666,0.6666666666666666,2.0,0.5666666666666667,0.8333333333333334,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,4,no_anchor,config_parser,0.46499999999999997,0.6,0.6,0.0,0.0,51.0,0.3333333333333333,0.3333333333333333,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,4,no_anchor,path_sanitizer,0.55,1.0,1.0,0.0,0.0,51.0,0.0,0.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,4,no_anchor,csv_schema,0.3318181818181818,0.25,0.25,0.0,0.0,5.0,0.3333333333333333,0.3333333333333333,0.5454545454545454
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,4,repeated_spec,todo_cli,1.0,1.0,1.0,0.0,0.0,51.0,1.0,1.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,4,repeated_spec,token_redactor,0.805,0.8,0.8,0.6666666666666666,0.6666666666666666,51.0,0.8666666666666667,1.0,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,4,repeated_spec,config_parser,0.805,0.8,0.8,0.6666666666666666,0.6666666666666666,51.0,0.8666666666666667,1.0,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,4,repeated_spec,path_sanitizer,0.55,1.0,1.0,0.0,0.0,51.0,0.0,0.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,4,repeated_spec,csv_schema,0.42727272727272725,0.5,0.5,0.0,0.0,5.0,0.3333333333333333,0.3333333333333333,0.5151515151515151
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,5,active_constraints,todo_cli,1.0,1.0,1.0,0.0,0.0,51.0,1.0,1.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,5,active_constraints,token_redactor,0.785,0.8,0.8,1.0,1.0,51.0,0.8,1.0,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,5,active_constraints,config_parser,0.55,1.0,1.0,0.0,0.0,51.0,0.0,0.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,5,active_constraints,path_sanitizer,0.3375,0.25,0.25,1.0,1.0,1.0,0.2916666666666667,1.0,0.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,5,active_constraints,csv_schema,0.42727272727272725,0.5,0.5,0.0,0.0,5.0,0.3333333333333333,0.3333333333333333,0.5151515151515151
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,5,no_anchor,todo_cli,0.1575,0.0,0.0,0.0,0.0,5.0,0.3333333333333333,0.3333333333333333,0.05
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,5,no_anchor,token_redactor,0.6099999999999999,0.6,0.6,0.6666666666666666,0.6666666666666666,2.0,0.5666666666666667,0.8333333333333334,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,5,no_anchor,config_parser,0.46499999999999997,0.6,0.6,0.0,0.0,51.0,0.3333333333333333,0.3333333333333333,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,5,no_anchor,path_sanitizer,0.55,1.0,1.0,0.0,0.0,51.0,0.0,0.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,5,no_anchor,csv_schema,0.3363636363636363,0.25,0.25,0.0,0.0,5.0,0.3333333333333333,0.3333333333333333,0.5757575757575758
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,5,repeated_spec,todo_cli,1.0,1.0,1.0,0.0,0.0,51.0,1.0,1.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,5,repeated_spec,token_redactor,0.805,0.8,0.8,0.6666666666666666,0.6666666666666666,51.0,0.8666666666666667,1.0,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,5,repeated_spec,config_parser,0.805,0.8,0.8,0.6666666666666666,0.6666666666666666,51.0,0.8666666666666667,1.0,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,5,repeated_spec,path_sanitizer,0.55,1.0,1.0,0.0,0.0,51.0,0.0,0.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,50,5,repeated_spec,csv_schema,0.42727272727272725,0.5,0.5,0.0,0.0,5.0,0.3333333333333333,0.3333333333333333,0.5151515151515151
qwen2.5-coder:1.5b,2,1.5,qwen2.5-coder,10,1,active_constraints,todo_cli,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,11.0,0.8333333333333333,1.0,0.0
qwen2.5-coder:1.5b,2,1.5,qwen2.5-coder,10,1,active_constraints,token_redactor,0.8525,0.8,0.8,0.5,0.5,11.0,0.9,1.0,0.75
qwen2.5-coder:1.5b,2,1.5,qwen2.5-coder,10,1,active_constraints,config_parser,0.49,0.4,0.4,0.25,0.25,5.0,0.6,0.75,0.25
qwen2.5-coder:1.5b,2,1.5,qwen2.5-coder,10,1,active_constraints,path_sanitizer,1.0,1.0,1.0,0.0,0.0,11.0,1.0,1.0,1.0
qwen2.5-coder:1.5b,2,1.5,qwen2.5-coder,10,1,active_constraints,csv_schema,0.1,0.25,0.25,0.0,0.0,5.0,0.0,0.0,0.0
qwen2.5-coder:1.5b,2,1.5,qwen2.5-coder,10,1,no_anchor,todo_cli,0.47916666666666663,0.16666666666666666,0.16666666666666666,0.5,0.5,10.0,0.75,1.0,0.25
qwen2.5-coder:1.5b,2,1.5,qwen2.5-coder,10,1,no_anchor,token_redactor,1.0,1.0,1.0,0.0,0.0,11.0,1.0,1.0,1.0
qwen2.5-coder:1.5b,2,1.5,qwen2.5-coder,10,1,no_anchor,config_parser,0.385,0.4,0.4,0.0,0.0,5.0,0.5,0.5,0.0
qwen2.5-coder:1.5b,2,1.5,qwen2.5-coder,10,1,no_anchor,path_sanitizer,0.6625,0.75,0.75,0.75,0.75,2.0,0.625,1.0,0.16666666666666666
qwen2.5-coder:1.5b,2,1.5,qwen2.5-coder,10,1,no_anchor,csv_schema,0.25,0.5,0.5,0.0,0.0,5.0,0.0,0.0,0.3333333333333333
qwen2.5-coder:1.5b,2,1.5,qwen2.5-coder,10,1,repeated_spec,todo_cli,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,11.0,0.8333333333333333,1.0,0.0
qwen2.5-coder:1.5b,2,1.5,qwen2.5-coder,10,1,repeated_spec,token_redactor,0.9475,1.0,1.0,0.25,0.25,11.0,0.95,1.0,0.75
qwen2.5-coder:1.5b,2,1.5,qwen2.5-coder,10,1,repeated_spec,config_parser,0.305,0.2,0.2,0.0,0.0,5.0,0.5,0.5,0.0
qwen2.5-coder:1.5b,2,1.5,qwen2.5-coder,10,1,repeated_spec,path_sanitizer,1.0,1.0,1.0,0.0,0.0,11.0,1.0,1.0,1.0
qwen2.5-coder:1.5b,2,1.5,qwen2.5-coder,10,1,repeated_spec,csv_schema,0.1,0.25,0.25,0.0,0.0,5.0,0.0,0.0,0.0
qwen2.5-coder:1.5b,2,1.5,qwen2.5-coder,10,2,active_constraints,todo_cli,0.36666666666666664,0.16666666666666666,0.16666666666666666,0.25,0.25,5.0,0.625,0.75,0.0
qwen2.5-coder:1.5b,2,1.5,qwen2.5-coder,10,2,active_constraints,token_redactor,0.8525,0.8,0.8,0.5,0.5,11.0,0.9,1.0,0.75
qwen2.5-coder:1.5b,2,1.5,qwen2.5-coder,10,2,active_constraints,config_parser,0.49,0.4,0.4,0.25,0.25,5.0,0.6,0.75,0.25
qwen2.5-coder:1.5b,2,1.5,qwen2.5-coder,10,2,active_constraints,path_sanitizer,1.0,1.0,1.0,0.0,0.0,11.0,1.0,1.0,1.0
qwen2.5-coder:1.5b,2,1.5,qwen2.5-coder,10,2,active_constraints,csv_schema,0.1,0.25,0.25,0.0,0.0,5.0,0.0,0.0,0.0
qwen2.5-coder:1.5b,2,1.5,qwen2.5-coder,10,2,no_anchor,todo_cli,0.47916666666666663,0.16666666666666666,0.16666666666666666,0.5,0.5,10.0,0.75,1.0,0.25
qwen2.5-coder:1.5b,2,1.5,qwen2.5-coder,10,2,no_anchor,token_redactor,1.0,1.0,1.0,0.0,0.0,11.0,1.0,1.0,1.0
qwen2.5-coder:1.5b,2,1.5,qwen2.5-coder,10,2,no_anchor,config_parser,0.385,0.4,0.4,0.0,0.0,5.0,0.5,0.5,0.0
qwen2.5-coder:1.5b,2,1.5,qwen2.5-coder,10,2,no_anchor,path_sanitizer,0.6625,0.75,0.75,0.75,0.75,2.0,0.625,1.0,0.16666666666666666
qwen2.5-coder:1.5b,2,1.5,qwen2.5-coder,10,2,no_anchor,csv_schema,0.25,0.5,0.5,0.0,0.0,5.0,0.0,0.0,0.3333333333333333
qwen2.5-coder:1.5b,2,1.5,qwen2.5-coder,10,2,repeated_spec,todo_cli,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,11.0,0.8333333333333333,1.0,0.0
qwen2.5-coder:1.5b,2,1.5,qwen2.5-coder,10,2,repeated_spec,token_redactor,0.72,0.6,0.6,0.5,0.5,11.0,0.85,1.0,0.5
qwen2.5-coder:1.5b,2,1.5,qwen2.5-coder,10,2,repeated_spec,config_parser,0.305,0.2,0.2,0.0,0.0,5.0,0.5,0.5,0.0
qwen2.5-coder:1.5b,2,1.5,qwen2.5-coder,10,2,repeated_spec,path_sanitizer,1.0,1.0,1.0,0.0,0.0,11.0,1.0,1.0,1.0
qwen2.5-coder:1.5b,2,1.5,qwen2.5-coder,10,2,repeated_spec,csv_schema,0.1,0.25,0.25,0.0,0.0,5.0,0.0,0.0,0.0
qwen2.5-coder:1.5b,2,1.5,qwen2.5-coder,10,3,no_anchor,todo_cli,0.47916666666666663,0.16666666666666666,0.16666666666666666,0.5,0.5,10.0,0.75,1.0,0.25
qwen2.5-coder:1.5b,2,1.5,qwen2.5-coder,10,3,no_anchor,token_redactor,1.0,1.0,1.0,0.0,0.0,11.0,1.0,1.0,1.0
qwen2.5-coder:1.5b,2,1.5,qwen2.5-coder,10,3,no_anchor,config_parser,0.385,0.4,0.4,0.0,0.0,5.0,0.5,0.5,0.0
qwen2.5-coder:1.5b,2,1.5,qwen2.5-coder,10,3,no_anchor,path_sanitizer,0.6625,0.75,0.75,0.75,0.75,2.0,0.625,1.0,0.16666666666666666
qwen2.5-coder:1.5b,2,1.5,qwen2.5-coder,10,3,no_anchor,csv_schema,0.25,0.5,0.5,0.0,0.0,5.0,0.0,0.0,0.3333333333333333
qwen2.5-coder:1.5b,2,1.5,qwen2.5-coder,10,3,repeated_spec,todo_cli,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,11.0,0.8333333333333333,1.0,0.0
qwen2.5-coder:1.5b,2,1.5,qwen2.5-coder,10,3,repeated_spec,token_redactor,0.9475,1.0,1.0,0.25,0.25,11.0,0.95,1.0,0.75
qwen2.5-coder:1.5b,2,1.5,qwen2.5-coder,10,3,repeated_spec,config_parser,0.305,0.2,0.2,0.0,0.0,5.0,0.5,0.5,0.0
qwen2.5-coder:1.5b,2,1.5,qwen2.5-coder,10,3,repeated_spec,path_sanitizer,1.0,1.0,1.0,0.0,0.0,11.0,1.0,1.0,1.0
qwen2.5-coder:1.5b,2,1.5,qwen2.5-coder,10,3,repeated_spec,csv_schema,0.1,0.25,0.25,0.0,0.0,5.0,0.0,0.0,0.0
